month,store_id,product_id,opening_stock,received_qty,sold_qty,closing_stock,stockout_flag,month_num,sales_qty,lost_sales_qty,promo_flag,corrected_demand,category,brand,cluster,store_type,lag_1,lag_2,rolling_mean_3,rolling_std_3
2020-04-01,37,21,238,250,207,281,0,4,9.0,9.0,0,216.0,Beverages,Real,9,Online,114.0,275.0,201.66666666666666,81.45141701243345
2019-12-01,37,22,306,362,276,392,0,12,16.0,16.0,0,292.0,Dairy,Mother Dairy,9,Online,104.0,116.0,170.66666666666666,105.24891131661806
2020-01-01,37,22,325,331,244,412,0,1,13.0,13.0,0,257.0,Dairy,Mother Dairy,9,Online,292.0,104.0,217.66666666666666,99.98166498580294
2020-04-01,37,22,340,0,180,160,0,4,10.0,10.0,0,190.0,Dairy,Mother Dairy,9,Online,257.0,292.0,246.33333333333334,51.829849829353506
2020-05-01,37,22,226,457,129,554,0,5,11.0,11.0,0,140.0,Dairy,Mother Dairy,9,Online,190.0,257.0,195.66666666666666,58.7054795852426
2020-08-01,37,22,173,259,129,303,0,8,21.0,21.0,0,150.0,Dairy,Mother Dairy,9,Online,140.0,190.0,160.0,26.45751311064594
2020-10-01,37,24,243,245,179,309,0,10,27.0,27.0,0,206.0,Staples,Fortune,9,Online,272.0,297.0,258.3333333333333,47.01418225741391
2020-02-01,37,26,236,350,185,401,0,2,26.0,26.0,0,211.0,Dairy,Nandini,9,Online,258.0,228.0,232.33333333333334,23.797758998135382
2020-04-01,37,26,164,378,164,378,1,4,19.0,19.0,1,183.0,Dairy,Nandini,9,Online,211.0,258.0,217.33333333333334,37.898988552906445
2019-04-01,37,27,341,202,308,235,0,4,6.0,6.0,0,314.0,Biscuits,Sunfeast,9,Online,159.0,205.0,226.0,79.60527620704548
2019-07-01,37,30,342,336,289,389,0,7,22.0,22.0,0,311.0,Snacks,Bingo,9,Online,189.0,310.0,270.0,70.14983962918234
2019-08-01,37,30,334,415,282,467,0,8,16.0,16.0,0,298.0,Snacks,Bingo,9,Online,311.0,189.0,266.0,67.0
2020-09-01,37,30,169,241,169,241,1,9,15.0,15.0,1,184.0,Snacks,Bingo,9,Online,298.0,311.0,264.3333333333333,69.87369557518288
2020-06-01,37,31,231,269,119,381,0,6,8.0,8.0,0,127.0,Biscuits,Parle,9,Online,258.0,105.0,163.33333333333334,82.71839779234928
2020-07-01,37,31,299,415,289,425,0,7,13.0,13.0,0,302.0,Biscuits,Parle,9,Online,127.0,258.0,229.0,91.03296106356203
2020-09-01,37,31,319,0,124,195,0,9,7.0,7.0,0,131.0,Biscuits,Parle,9,Online,302.0,127.0,186.66666666666666,99.90161827184448
2020-10-01,37,31,362,414,281,495,0,10,31.0,31.0,0,312.0,Biscuits,Parle,9,Online,131.0,302.0,248.33333333333334,101.73658797764614
2020-04-01,37,32,177,299,117,359,0,4,12.0,12.0,0,129.0,Biscuits,Parle,9,Online,190.0,298.0,205.66666666666666,85.58231904624537
2020-05-01,37,32,258,277,212,323,0,5,10.0,10.0,0,222.0,Biscuits,Parle,9,Online,129.0,190.0,180.33333333333334,47.247574893673985
2020-07-01,37,32,170,443,147,466,0,7,3.0,3.0,0,150.0,Biscuits,Parle,9,Online,222.0,129.0,167.0,48.77499359302879
2020-09-01,37,33,285,395,244,436,0,9,4.0,4.0,0,248.0,Home Care,Surf Excel,9,Online,169.0,198.0,205.0,39.96248240537617
2019-11-01,37,34,252,364,252,364,1,11,22.0,22.0,1,274.0,Home Care,Vim,9,Online,135.0,158.0,189.0,74.50503338701353
2019-12-01,37,34,350,218,324,244,0,12,17.0,17.0,0,341.0,Home Care,Vim,9,Online,274.0,135.0,250.0,105.07616285342742
2020-02-01,37,34,158,220,109,269,0,2,15.0,15.0,0,124.0,Home Care,Vim,9,Online,341.0,274.0,246.33333333333334,111.1140555165427
2020-06-01,37,34,249,0,123,126,0,6,19.0,19.0,0,142.0,Home Care,Vim,9,Online,124.0,341.0,202.33333333333334,120.42563403749774
2020-02-01,37,35,290,233,253,270,0,2,25.0,25.0,0,278.0,Personal Care,Dove,9,Online,182.0,316.0,258.6666666666667,69.06036007242746
2020-11-01,37,35,219,0,83,136,0,11,21.0,21.0,0,104.0,Personal Care,Dove,9,Online,278.0,182.0,188.0,87.15503427800373
2020-07-01,37,37,274,405,198,481,0,7,4.0,4.0,0,202.0,Biscuits,Parle,9,Online,193.0,267.0,220.66666666666666,40.3773864103824
2020-09-01,37,37,182,347,152,377,0,9,17.0,17.0,0,169.0,Biscuits,Parle,9,Online,202.0,193.0,188.0,17.05872210923197
2020-10-01,37,37,298,0,109,189,0,10,16.0,16.0,0,125.0,Biscuits,Parle,9,Online,169.0,202.0,165.33333333333334,38.63073042712671
2020-03-01,37,38,321,0,114,207,0,3,44.0,44.0,0,158.0,Beverages,Pepsi,9,Online,258.0,351.0,255.66666666666666,96.52115484873423
2020-02-01,37,39,382,0,184,198,0,2,3.0,3.0,0,187.0,Beverages,Real,9,Online,94.0,172.0,151.0,49.92995093127971
2020-01-01,37,41,215,332,177,370,0,1,11.0,11.0,0,188.0,Edible Oil,Fortune,9,Online,198.0,165.0,183.66666666666666,16.921386861996076
2020-04-01,37,41,159,206,136,229,0,4,23.0,23.0,0,159.0,Edible Oil,Fortune,9,Online,188.0,198.0,181.66666666666666,20.256686138984662
2020-11-01,37,41,395,0,259,136,0,11,9.0,9.0,0,268.0,Edible Oil,Fortune,9,Online,159.0,188.0,205.0,56.45352070508977
2020-07-01,37,42,219,311,219,311,1,7,5.0,5.0,1,224.0,Biscuits,Parle,9,Online,119.0,180.0,174.33333333333334,52.72886622461489
2020-03-01,37,43,291,0,124,167,0,3,42.0,42.0,0,166.0,Beverages,Pepsi,9,Online,128.0,184.0,159.33333333333334,28.58904218985542
2020-04-01,37,43,387,0,167,220,0,4,22.0,22.0,0,189.0,Beverages,Pepsi,9,Online,166.0,128.0,161.0,30.80584360149873
2020-07-01,37,43,290,0,111,179,0,7,21.0,21.0,0,132.0,Beverages,Pepsi,9,Online,189.0,166.0,162.33333333333334,28.676354952004164
2019-08-01,37,45,156,333,145,344,0,8,21.0,21.0,0,166.0,Biscuits,Parle,9,Online,179.0,209.0,184.66666666666666,22.05296654269745
2019-09-01,37,45,376,0,115,261,0,9,10.0,10.0,0,125.0,Biscuits,Parle,9,Online,166.0,179.0,156.66666666666666,28.183919765237285
2019-09-01,37,47,226,0,87,139,0,9,5.0,5.0,0,92.0,Dairy,Amul,9,Online,181.0,300.0,191.0,104.3599540053559
2019-11-01,37,47,201,208,201,208,1,11,7.0,7.0,1,208.0,Dairy,Amul,9,Online,92.0,181.0,160.33333333333334,60.698709486556076
2020-05-01,37,47,257,458,140,575,0,5,15.0,15.0,0,155.0,Dairy,Amul,9,Online,208.0,92.0,151.66666666666666,58.07179464536406
2020-10-01,37,47,184,387,184,387,1,10,10.0,10.0,1,194.0,Dairy,Amul,9,Online,155.0,208.0,185.66666666666666,27.465129406819365
2020-03-01,37,48,370,449,340,479,0,3,14.0,14.0,0,354.0,Beverages,Coca-Cola,9,Online,186.0,359.0,299.6666666666667,98.46996157881514
2020-05-01,37,50,249,232,249,232,1,5,6.0,6.0,1,255.0,Beverages,Coca-Cola,9,Online,362.0,263.0,293.3333333333333,59.60145412096364
2020-04-01,37,51,204,309,204,309,1,4,10.0,10.0,1,214.0,Biscuits,Sunfeast,9,Online,105.0,105.0,141.33333333333334,62.93117934166921
2020-06-01,37,51,208,234,190,252,0,6,14.0,14.0,0,204.0,Biscuits,Sunfeast,9,Online,214.0,105.0,174.33333333333334,60.252247537609186
2020-08-01,37,51,340,0,165,175,0,8,10.0,10.0,0,175.0,Biscuits,Sunfeast,9,Online,204.0,214.0,197.66666666666666,20.256686138984623
2020-11-01,37,51,323,415,323,415,1,11,14.0,14.0,1,337.0,Biscuits,Sunfeast,9,Online,175.0,204.0,238.66666666666666,86.3847980453351
2020-01-01,37,52,355,483,344,494,0,1,3.0,3.0,0,347.0,Personal Care,Dove,9,Online,275.0,275.0,299.0,41.569219381653056
2020-07-01,37,53,364,0,230,134,0,7,24.0,24.0,0,254.0,Personal Care,Dove,9,Online,262.0,207.0,241.0,29.715315916207253
2020-10-01,37,53,292,231,201,322,0,10,14.0,14.0,0,215.0,Personal Care,Dove,9,Online,254.0,262.0,243.66666666666666,25.14623895005639
2019-12-01,37,54,237,242,237,242,1,12,5.0,5.0,1,242.0,Edible Oil,Dhara,9,Online,138.0,177.0,185.66666666666666,52.53887449625595
2020-05-01,37,55,234,408,170,472,0,5,13.0,13.0,0,183.0,Home Care,Rin,9,Online,328.0,310.0,273.6666666666667,79.03374806583156
2020-09-01,37,55,290,0,140,150,0,9,6.0,6.0,0,146.0,Home Care,Rin,9,Online,183.0,328.0,219.0,96.19251530134767
2020-11-01,37,56,208,299,208,299,1,11,23.0,23.0,1,231.0,Staples,Aashirvaad,9,Online,309.0,314.0,284.6666666666667,46.54388610046795
2020-04-01,37,57,370,0,94,276,0,4,39.0,39.0,0,133.0,Edible Oil,Fortune,9,Online,201.0,261.0,198.33333333333334,64.04165311212175
2020-09-01,37,57,361,0,234,127,0,9,21.0,21.0,0,255.0,Edible Oil,Fortune,9,Online,133.0,201.0,196.33333333333334,61.13373318662401
2020-10-01,37,57,228,444,228,444,1,10,9.0,9.0,1,237.0,Edible Oil,Fortune,9,Online,255.0,133.0,208.33333333333334,65.85843403341241
2020-03-01,37,58,198,370,198,370,1,3,31.0,31.0,1,229.0,Home Care,Rin,9,Online,312.0,294.0,278.3333333333333,43.661577311560016
2020-06-01,37,58,301,286,301,286,1,6,6.0,6.0,1,307.0,Home Care,Rin,9,Online,229.0,312.0,282.6666666666667,46.54388610046794
2020-07-01,37,58,338,0,173,165,0,7,13.0,13.0,0,186.0,Home Care,Rin,9,Online,307.0,229.0,240.66666666666666,61.33786215163789
2020-08-01,37,58,232,312,232,312,1,8,4.0,4.0,1,236.0,Home Care,Rin,9,Online,186.0,307.0,243.0,60.80296045424103
2020-10-01,37,58,185,494,185,494,1,10,60.0,60.0,1,245.0,Home Care,Rin,9,Online,236.0,186.0,222.33333333333334,31.785741037976955
2019-09-01,37,59,287,456,287,456,1,9,19.0,19.0,1,306.0,Biscuits,Parle,9,Online,307.0,249.0,287.3333333333333,33.20140559273558
2019-12-01,37,59,183,207,183,207,1,12,18.0,18.0,1,201.0,Biscuits,Parle,9,Online,306.0,307.0,271.3333333333333,60.91250555783544
2020-09-01,37,59,312,311,194,429,0,9,15.0,15.0,0,209.0,Biscuits,Parle,9,Online,201.0,306.0,238.66666666666666,58.44940832321001
2019-11-01,37,60,251,412,251,412,1,11,25.0,25.0,1,276.0,Biscuits,Sunfeast,9,Online,128.0,115.0,173.0,89.4371287553441
2020-01-01,37,61,160,417,160,417,1,1,9.0,9.0,1,169.0,Snacks,Haldirams,9,Online,168.0,321.0,219.33333333333334,88.04733575374858
2020-04-01,37,61,210,211,210,211,1,4,14.0,14.0,1,224.0,Snacks,Haldirams,9,Online,169.0,168.0,187.0,32.04684071792415
2020-05-01,37,61,396,0,113,283,0,5,3.0,3.0,0,116.0,Snacks,Haldirams,9,Online,224.0,169.0,169.66666666666666,54.00308633155455
2020-03-01,37,62,181,466,181,466,1,3,7.0,7.0,1,188.0,Snacks,Lays,9,Online,188.0,143.0,173.0,25.98076211353316
2020-11-01,37,62,192,238,192,238,1,11,6.0,6.0,1,198.0,Snacks,Lays,9,Online,188.0,188.0,191.33333333333334,5.773502691896254
2020-02-01,37,65,197,385,98,484,0,2,25.0,25.0,0,123.0,Beverages,Pepsi,9,Online,335.0,257.0,238.33333333333334,107.22561882933263
2020-04-01,37,66,302,0,168,134,0,4,44.0,44.0,0,212.0,Biscuits,Sunfeast,9,Online,248.0,219.0,226.33333333333334,19.08751773629388
2020-08-01,37,66,311,463,233,541,0,8,2.0,2.0,0,235.0,Biscuits,Sunfeast,9,Online,212.0,248.0,231.66666666666666,18.23001188516709
2020-10-01,37,66,198,350,198,350,1,10,11.0,11.0,1,209.0,Biscuits,Sunfeast,9,Online,235.0,212.0,218.66666666666666,14.224392195567908
2020-04-01,37,67,164,248,112,300,0,4,3.0,3.0,0,115.0,Personal Care,Lux,9,Online,196.0,260.0,190.33333333333334,72.66590213665096
2020-09-01,37,67,393,382,329,446,0,9,4.0,4.0,0,333.0,Personal Care,Lux,9,Online,115.0,196.0,214.66666666666666,110.19225623124946
2020-11-01,37,67,253,493,253,493,1,11,21.0,21.0,1,274.0,Personal Care,Lux,9,Online,333.0,115.0,240.66666666666666,112.75785264598353
2020-01-01,37,68,330,0,180,150,0,1,13.0,13.0,0,193.0,Beverages,Coca-Cola,9,Online,166.0,214.0,191.0,24.06241883103193
2020-10-01,37,68,172,329,148,353,0,10,10.0,10.0,0,158.0,Beverages,Coca-Cola,9,Online,193.0,166.0,172.33333333333334,18.339392937971894
2020-02-01,37,69,232,309,232,309,1,2,18.0,18.0,1,250.0,Staples,Aashirvaad,9,Online,105.0,310.0,221.66666666666666,105.39607835841585
2019-12-01,37,70,345,0,212,133,0,12,3.0,3.0,0,215.0,Snacks,Haldirams,9,Online,320.0,219.0,251.33333333333334,59.50070027599115
2020-08-01,37,70,303,0,109,194,0,8,23.0,23.0,0,132.0,Snacks,Haldirams,9,Online,215.0,320.0,222.33333333333334,94.21429473988188
2019-09-01,37,71,393,467,279,581,0,9,9.0,9.0,0,288.0,Dairy,Amul,9,Online,177.0,274.0,246.33333333333334,60.4510821518799
2020-01-01,37,71,233,219,233,219,1,1,6.0,6.0,1,239.0,Dairy,Amul,9,Online,288.0,177.0,234.66666666666666,55.62673218276743
2020-02-01,37,71,342,0,123,219,0,2,7.0,7.0,0,130.0,Dairy,Amul,9,Online,239.0,288.0,219.0,80.876448982383
2020-03-01,37,71,255,361,255,361,1,3,12.0,12.0,1,267.0,Dairy,Amul,9,Online,130.0,239.0,212.0,72.38093671679029
2020-09-01,37,71,285,266,285,266,1,9,7.0,7.0,1,292.0,Dairy,Amul,9,Online,267.0,130.0,229.66666666666666,87.21429546429492
2020-11-01,37,71,196,482,177,501,0,11,66.0,66.0,0,243.0,Dairy,Amul,9,Online,292.0,267.0,267.3333333333333,24.501700621249416
2019-07-01,37,73,179,476,88,567,0,7,23.0,23.0,0,111.0,Beverages,Coca-Cola,9,Online,145.0,148.0,134.66666666666666,20.550750189064466
2020-02-01,37,73,295,0,159,136,0,2,6.0,6.0,0,165.0,Beverages,Coca-Cola,9,Online,111.0,145.0,140.33333333333334,27.300793639257698
2020-05-01,37,73,198,411,174,435,0,5,16.0,16.0,0,190.0,Beverages,Coca-Cola,9,Online,165.0,111.0,155.33333333333334,40.377386410382414
2020-07-01,37,73,267,306,267,306,1,7,13.0,13.0,1,280.0,Beverages,Coca-Cola,9,Online,190.0,165.0,211.66666666666666,60.48415770541355
2019-06-01,37,78,328,0,135,193,0,6,24.0,24.0,0,159.0,Dairy,Nandini,9,Online,221.0,247.0,209.0,45.21061822182926
2019-07-01,37,78,373,0,151,222,0,7,14.0,14.0,0,165.0,Dairy,Nandini,9,Online,159.0,221.0,181.66666666666666,34.19551627528576
2019-09-01,37,78,184,299,184,299,1,9,12.0,12.0,1,196.0,Dairy,Nandini,9,Online,165.0,159.0,173.33333333333334,19.85782801147529
2020-01-01,37,78,152,374,152,374,1,1,21.0,21.0,1,173.0,Dairy,Nandini,9,Online,196.0,165.0,178.0,16.09347693943106
2020-10-01,37,78,248,432,214,466,0,10,10.0,10.0,0,224.0,Dairy,Nandini,9,Online,173.0,196.0,197.66666666666666,25.540817005987353
2020-06-01,37,79,238,0,111,127,0,6,6.0,6.0,0,117.0,Biscuits,Parle,9,Online,139.0,328.0,194.66666666666666,115.99281586948966
2020-06-01,37,80,238,468,120,586,0,6,9.0,9.0,0,129.0,Staples,Aashirvaad,9,Online,193.0,295.0,205.66666666666666,83.72176140844944
2020-07-01,37,81,265,456,177,544,0,7,12.0,12.0,0,189.0,Biscuits,Parle,9,Online,202.0,166.0,185.66666666666666,18.23001188516709
2020-09-01,37,81,367,0,138,229,0,9,16.0,16.0,0,154.0,Biscuits,Parle,9,Online,189.0,202.0,181.66666666666666,24.826061575153908
2020-09-01,37,82,183,392,103,472,0,9,2.0,2.0,0,105.0,Personal Care,Lux,9,Online,199.0,117.0,140.33333333333334,51.159880114532456
2019-04-01,37,85,201,262,201,262,1,4,6.0,6.0,1,207.0,Beverages,Pepsi,9,Online,129.0,269.0,201.66666666666666,70.15221545563143
2019-10-01,37,85,218,411,105,524,0,10,47.0,47.0,0,152.0,Beverages,Pepsi,9,Online,207.0,129.0,162.66666666666666,40.07908847932214
2020-01-01,37,85,255,377,226,406,0,1,10.0,10.0,0,236.0,Beverages,Pepsi,9,Online,152.0,207.0,198.33333333333334,42.6653645634645
2020-03-01,37,85,258,0,118,140,0,3,1.0,1.0,0,119.0,Beverages,Pepsi,9,Online,236.0,152.0,169.0,60.32412452742268
2019-11-01,37,86,150,208,117,241,0,11,23.0,23.0,0,140.0,Beverages,Pepsi,9,Online,102.0,85.0,109.0,28.160255680657446
2020-08-01,37,89,231,412,149,494,0,8,9.0,9.0,0,158.0,Edible Oil,Fortune,9,Online,266.0,135.0,186.33333333333334,69.94521665799122
2020-11-01,37,89,224,397,190,431,0,11,16.0,16.0,0,206.0,Edible Oil,Fortune,9,Online,158.0,266.0,210.0,54.11099703387473
2019-07-01,37,90,156,390,156,390,1,7,15.0,15.0,1,171.0,Home Care,Vim,9,Online,300.0,226.0,232.33333333333334,64.73278406907379
2019-09-01,37,90,341,0,199,142,0,9,24.0,24.0,0,223.0,Home Care,Vim,9,Online,171.0,300.0,231.33333333333334,64.90249096400949
2019-10-01,37,90,174,439,96,517,0,10,22.0,22.0,0,118.0,Home Care,Vim,9,Online,223.0,171.0,170.66666666666666,52.500793644794875
2020-07-01,37,91,223,498,223,498,1,7,8.0,8.0,1,231.0,Home Care,Vim,9,Online,244.0,123.0,199.33333333333334,66.42539674953649
2019-11-01,37,94,199,246,199,246,1,11,54.0,54.0,1,253.0,Personal Care,Dove,9,Online,168.0,340.0,253.66666666666666,86.00193796266066
2020-01-01,37,94,162,433,162,433,1,1,2.0,2.0,1,164.0,Personal Care,Dove,9,Online,253.0,168.0,195.0,50.26927491022721
2020-08-01,37,94,374,0,164,210,0,8,22.0,22.0,0,186.0,Personal Care,Dove,9,Online,164.0,253.0,201.0,46.35730794599703
2020-10-01,37,94,387,0,113,274,0,10,24.0,24.0,0,137.0,Personal Care,Dove,9,Online,186.0,164.0,162.33333333333334,24.54248017893327
2020-03-01,37,96,290,0,132,158,0,3,8.0,8.0,0,140.0,Dairy,Mother Dairy,9,Online,351.0,167.0,219.33333333333334,114.823052273197
2020-11-01,37,97,325,430,325,430,1,11,8.0,8.0,1,333.0,Biscuits,Sunfeast,9,Online,276.0,155.0,254.66666666666666,90.89737803332577
2020-05-01,37,98,375,473,325,523,0,5,23.0,23.0,0,348.0,Beverages,Pepsi,9,Online,318.0,279.0,315.0,34.597687784012386
2020-06-01,37,98,187,235,187,235,1,6,14.0,14.0,1,201.0,Beverages,Pepsi,9,Online,348.0,318.0,289.0,77.67238891652555
2020-07-01,37,98,263,214,263,214,1,7,7.0,7.0,1,270.0,Beverages,Pepsi,9,Online,201.0,348.0,273.0,73.54590403278758
2019-09-01,37,99,174,334,124,384,0,9,14.0,14.0,0,138.0,Snacks,Haldirams,9,Online,142.0,206.0,162.0,38.157568056677825
2020-05-01,37,99,207,450,153,504,0,5,4.0,4.0,0,157.0,Snacks,Haldirams,9,Online,138.0,142.0,145.66666666666666,10.016652800877816
2020-07-01,37,99,291,0,111,180,0,7,25.0,25.0,0,136.0,Snacks,Haldirams,9,Online,157.0,138.0,143.66666666666666,11.590225767142476
2020-01-01,37,100,393,0,130,263,0,1,2.0,2.0,0,132.0,Staples,Aashirvaad,9,Online,134.0,209.0,158.33333333333334,43.890014050274964
2020-07-01,37,102,193,398,193,398,1,7,20.0,20.0,1,213.0,Snacks,Lays,9,Online,257.0,205.0,225.0,28.0
2019-06-01,37,104,345,0,80,265,0,6,8.0,8.0,0,88.0,Dairy,Nandini,9,Online,267.0,321.0,225.33333333333334,121.9603760790091
2019-11-01,37,104,173,287,173,287,1,11,6.0,6.0,1,179.0,Dairy,Nandini,9,Online,88.0,267.0,178.0,89.50418984606249
2019-12-01,37,104,367,0,221,146,0,12,16.0,16.0,0,237.0,Dairy,Nandini,9,Online,179.0,88.0,168.0,75.10659092250157
2019-05-01,37,105,336,478,245,569,0,5,21.0,21.0,0,266.0,Beverages,Pepsi,9,Online,200.0,188.0,218.0,42.0
2019-08-01,37,108,219,341,219,341,1,8,4.0,4.0,1,223.0,Snacks,Bingo,9,Online,265.0,334.0,274.0,56.04462507680822
2019-05-01,37,109,214,306,201,319,0,5,14.0,14.0,0,215.0,Staples,Fortune,9,Online,314.0,148.0,225.66666666666666,83.51247411814198
2020-01-01,37,109,157,458,157,458,1,1,12.0,12.0,1,169.0,Staples,Fortune,9,Online,215.0,314.0,232.66666666666666,74.09678355592321
2020-06-01,37,109,320,0,99,221,0,6,31.0,31.0,0,130.0,Staples,Fortune,9,Online,169.0,215.0,171.33333333333334,42.54801209614067
2020-08-01,37,109,173,321,149,345,0,8,4.0,4.0,0,153.0,Staples,Fortune,9,Online,130.0,169.0,150.66666666666666,19.604421270043478
2019-10-01,37,110,185,248,185,248,1,10,10.0,10.0,1,195.0,Personal Care,Lux,9,Online,109.0,276.0,193.33333333333334,83.51247411814198
2020-03-01,37,110,382,0,140,242,0,3,13.0,13.0,0,153.0,Personal Care,Lux,9,Online,195.0,109.0,152.33333333333334,43.003875794320365
2020-07-01,37,110,383,418,276,525,0,7,8.0,8.0,0,284.0,Personal Care,Lux,9,Online,153.0,195.0,210.66666666666666,66.8904577150832
2019-08-01,37,111,239,351,239,351,1,8,18.0,18.0,1,257.0,Dairy,Amul,9,Online,291.0,270.0,272.6666666666667,17.156145643277032
2019-09-01,37,111,255,234,255,234,1,9,4.0,4.0,1,259.0,Dairy,Amul,9,Online,257.0,291.0,269.0,19.078784028338916
2020-08-01,37,111,275,209,232,252,0,8,11.0,11.0,0,243.0,Dairy,Amul,9,Online,259.0,257.0,253.0,8.717797887081357
2019-07-01,37,112,357,210,318,249,0,7,19.0,19.0,0,337.0,Biscuits,Britannia,9,Online,287.0,145.0,256.3333333333333,99.6058900534167
2019-08-01,37,112,386,0,223,163,0,8,24.0,24.0,0,247.0,Biscuits,Britannia,9,Online,337.0,287.0,290.3333333333333,45.092497528228975
2019-12-01,37,112,229,241,229,241,1,12,10.0,10.0,1,239.0,Biscuits,Britannia,9,Online,247.0,337.0,274.3333333333333,54.41813423238007
2020-05-01,37,112,278,305,278,305,1,5,31.0,31.0,1,309.0,Biscuits,Britannia,9,Online,239.0,247.0,265.0,38.31448812133605
2020-07-01,37,112,198,257,198,257,1,7,39.0,39.0,1,237.0,Biscuits,Britannia,9,Online,309.0,239.0,261.6666666666667,41.00406483915143
2020-06-01,37,113,296,414,182,528,0,6,15.0,15.0,0,197.0,Home Care,Surf Excel,9,Online,259.0,98.0,184.66666666666666,81.2055006347066
2019-11-01,37,118,188,439,188,439,1,11,27.0,27.0,1,215.0,Snacks,Haldirams,9,Online,171.0,181.0,189.0,23.065125189341593
2020-04-01,37,118,351,0,150,201,0,4,19.0,19.0,0,169.0,Snacks,Haldirams,9,Online,215.0,171.0,185.0,26.0
2020-09-01,37,119,227,208,196,239,0,9,4.0,4.0,0,200.0,Personal Care,Dove,9,Online,147.0,288.0,211.66666666666666,71.22031545376174
2020-11-01,37,119,374,0,165,209,0,11,39.0,39.0,0,204.0,Personal Care,Dove,9,Online,200.0,147.0,183.66666666666666,31.817186131607123
2020-09-01,37,120,368,0,188,180,0,9,5.0,5.0,0,193.0,Dairy,Nandini,9,Online,250.0,305.0,249.33333333333334,56.00297611139371
2020-10-01,37,120,186,499,104,581,0,10,12.0,12.0,0,116.0,Dairy,Nandini,9,Online,193.0,250.0,186.33333333333334,67.24829613702741
2019-03-01,37,121,391,480,306,565,0,3,7.0,7.0,0,313.0,Beverages,Coca-Cola,9,Online,251.0,269.0,277.6666666666667,31.89566323708182
2019-08-01,37,121,366,239,275,330,0,8,17.0,17.0,0,292.0,Beverages,Coca-Cola,9,Online,313.0,251.0,285.3333333333333,31.533051443419374
2020-06-01,37,122,258,210,224,244,0,6,4.0,4.0,0,228.0,Beverages,Pepsi,9,Online,209.0,312.0,249.66666666666666,54.81179921634878
2020-02-01,37,123,209,339,142,406,0,2,8.0,8.0,0,150.0,Dairy,Mother Dairy,9,Online,125.0,242.0,172.33333333333334,61.61439225808637
2020-04-01,37,123,397,343,302,438,0,4,18.0,18.0,0,320.0,Dairy,Mother Dairy,9,Online,150.0,125.0,198.33333333333334,106.10529361598003
2020-06-01,37,123,239,362,239,362,1,6,21.0,21.0,1,260.0,Dairy,Mother Dairy,9,Online,320.0,150.0,243.33333333333334,86.21678104251707
2020-10-01,37,124,268,350,163,455,0,10,26.0,26.0,0,189.0,Snacks,Bingo,9,Online,152.0,150.0,163.66666666666666,21.962088546705512
2019-08-01,37,125,188,496,174,510,0,8,22.0,22.0,0,196.0,Beverages,Coca-Cola,9,Online,171.0,103.0,156.66666666666666,48.1283007526064
2020-03-01,37,126,280,461,280,461,1,3,5.0,5.0,1,285.0,Edible Oil,Dhara,9,Online,194.0,295.0,258.0,55.65069631190611
2020-08-01,37,126,176,478,176,478,1,8,10.0,10.0,1,186.0,Edible Oil,Dhara,9,Online,285.0,194.0,221.66666666666666,54.9939390599849
2019-07-01,37,129,221,477,221,477,1,7,29.0,29.0,1,250.0,Dairy,Nandini,9,Online,138.0,245.0,211.0,63.26926584053272
2019-08-01,37,129,226,226,226,226,1,8,16.0,16.0,1,242.0,Dairy,Nandini,9,Online,250.0,138.0,210.0,62.48199740725323
2020-07-01,37,129,245,226,245,226,1,7,4.0,4.0,1,249.0,Dairy,Nandini,9,Online,242.0,250.0,247.0,4.358898943540674
2020-08-01,37,129,247,216,227,236,0,8,17.0,17.0,0,244.0,Dairy,Nandini,9,Online,249.0,242.0,245.0,3.605551275463989
2020-09-01,37,130,236,286,217,305,0,9,11.0,11.0,0,228.0,Personal Care,Dove,9,Online,305.0,260.0,264.3333333333333,38.68246803570492
2020-04-01,37,131,373,0,94,279,0,4,29.0,29.0,0,123.0,Dairy,Nandini,9,Online,216.0,219.0,186.0,54.58021619598075
2020-05-01,37,131,263,270,173,360,0,5,16.0,16.0,0,189.0,Dairy,Nandini,9,Online,123.0,216.0,176.0,47.843494855622744
2020-09-01,37,131,281,491,281,491,1,9,1.0,1.0,1,282.0,Dairy,Nandini,9,Online,189.0,123.0,198.0,79.88116173416608
2020-10-01,37,131,224,453,224,453,1,10,50.0,50.0,1,274.0,Dairy,Nandini,9,Online,282.0,189.0,248.33333333333334,51.539628765963506
2020-11-01,37,131,357,0,121,236,0,11,13.0,13.0,0,134.0,Dairy,Nandini,9,Online,274.0,282.0,230.0,83.23460818673924
2019-08-01,37,132,393,0,189,204,0,8,11.0,11.0,0,200.0,Biscuits,Sunfeast,9,Online,242.0,241.0,227.66666666666666,23.965252624024917
2019-11-01,37,133,167,496,167,496,1,11,33.0,33.0,1,200.0,Personal Care,Dove,9,Online,116.0,207.0,174.33333333333334,50.63924696649164
2019-12-01,37,133,322,0,200,122,0,12,12.0,12.0,0,212.0,Personal Care,Dove,9,Online,200.0,116.0,176.0,52.306787322488084
2020-02-01,37,136,340,0,119,221,0,2,18.0,18.0,0,137.0,Personal Care,Pears,9,Online,162.0,158.0,152.33333333333334,13.428824718989128
2020-07-01,37,136,356,427,290,493,0,7,4.0,4.0,0,294.0,Personal Care,Pears,9,Online,137.0,162.0,197.66666666666666,84.35836255720788
